date,plant_id,plant_name,energy_source,mwh_produced
2021-03-24,PL03,Oulu Plant,Biomass,289
2021-03-24,PL04,Tampere Plant,Nuclear,1083
2021-03-24,PL05,Rovaniemi Plant,Hydro,405
2021-03-25,PL01,Vaasa Plant,Wind,85
2021-03-25,PL02,Espoo Plant,Solar,54
2021-03-25,PL03,Oulu Plant,Biomass,290
2021-03-25,PL04,Tampere Plant,Nuclear,1109
2021-03-25,PL05,Rovaniemi Plant,Hydro,389
2021-03-26,PL01,Vaasa Plant,Wind,92
2021-03-26,PL02,Espoo Plant,Solar,58
2021-03-26,PL03,Oulu Plant,Biomass,311
2021-03-26,PL04,Tampere Plant,Nuclear,1084
2021-03-26,PL05,Rovaniemi Plant,Hydro,388
2021-03-27,PL01,Vaasa Plant,Wind,83
2021-03-27,PL02,Espoo Plant,Solar,65
2021-03-27,PL03,Oulu Plant,Biomass,306
2021-03-27,PL04,Tampere Plant,Nuclear,1090
2021-03-27,PL05,Rovaniemi Plant,Hydro,414
2021-03-28,PL01,Vaasa Plant,Wind,116
2021-03-28,PL02,Espoo Plant,Solar,66
2021-03-28,PL03,Oulu Plant,Biomass,293
2021-03-28,PL04,Tampere Plant,Nuclear,1082
2021-03-28,PL05,Rovaniemi Plant,Hydro,402
2021-03-29,PL01,Vaasa Plant,Wind,111
2021-03-29,PL02,Espoo Plant,Solar,67
2021-03-29,PL03,Oulu Plant,Biomass,312
2021-03-29,PL04,Tampere Plant,Nuclear,1113
2021-03-29,PL05,Rovaniemi Plant,Hydro,384
2021-03-30,PL01,Vaasa Plant,Wind,97
2021-03-30,PL02,Espoo Plant,Solar,51
2021-03-30,PL03,Oulu Plant,Biomass,302
2021-03-30,PL04,Tampere Plant,Nuclear,1086
2021-03-30,PL05,Rovaniemi Plant,Hydro,416
2021-03-31,PL01,Vaasa Plant,Wind,112
2021-03-31,PL02,Espoo Plant,Solar,64
2021-03-31,PL03,Oulu Plant,Biomass,287
2021-03-31,PL04,Tampere Plant,Nuclear,1099
2021-03-31,PL05,Rovaniemi Plant,Hydro,403
2021-04-01,PL01,Vaasa Plant,Wind,92
2021-04-01,PL02,Espoo Plant,Solar,60
2021-04-01,PL03,Oulu Plant,Biomass,307
2021-04-01,PL04,Tampere Plant,Nuclear,1093
2021-04-01,PL05,Rovaniemi Plant,Hydro,401
2021-04-02,PL01,Vaasa Plant,Wind,84
2021-04-02,PL02,Espoo Plant,Solar,50
2021-04-02,PL03,Oulu Plant,Biomass,317
2021-04-02,PL04,Tampere Plant,Nuclear,1092
2021-04-02,PL05,Rovaniemi Plant,Hydro,404
2021-04-03,PL01,Vaasa Plant,Wind,105
2021-04-03,PL02,Espoo Plant,Solar,63
2021-04-03,PL03,Oulu Plant,Biomass,314
2021-04-03,PL04,Tampere Plant,Nuclear,1099
2021-04-03,PL05,Rovaniemi Plant,Hydro,410
2021-04-04,PL01,Vaasa Plant,Wind,112
2021-04-04,PL02,Espoo Plant,Solar,41
2021-04-04,PL03,Oulu Plant,Biomass,309
2021-04-04,PL04,Tampere Plant,Nuclear,1096
2021-04-04,PL05,Rovaniemi Plant,Hydro,386
2021-04-05,PL01,Vaasa Plant,Wind,90
2021-04-05,PL02,Espoo Plant,Solar,39
2021-04-05,PL03,Oulu Plant,Biomass,307
2021-04-05,PL04,Tampere Plant,Nuclear,1088
2021-04-05,PL05,Rovaniemi Plant,Hydro,400
2021-04-06,PL01,Vaasa Plant,Wind,97
2021-04-06,PL02,Espoo Plant,Solar,30
2021-04-06,PL03,Oulu Plant,Biomass,284
2021-04-06,PL04,Tampere Plant,Nuclear,1087
2021-04-06,PL05,Rovaniemi Plant,Hydro,384
2021-04-07,PL01,Vaasa Plant,Wind,82
2021-04-07,PL02,Espoo Plant,Solar,69
2021-04-07,PL03,Oulu Plant,Biomass,294
2021-04-07,PL04,Tampere Plant,Nuclear,1098
2021-04-07,PL05,Rovaniemi Plant,Hydro,380
2021-04-08,PL01,Vaasa Plant,Wind,94
2021-04-08,PL02,Espoo Plant,Solar,47
2021-04-08,PL03,Oulu Plant,Biomass,293
2021-04-08,PL04,Tampere Plant,Nuclear,1115
2021-04-08,PL05,Rovaniemi Plant,Hydro,405
2021-04-09,PL01,Vaasa Plant,Wind,111
2021-04-09,PL02,Espoo Plant,Solar,55
2021-04-09,PL03,Oulu Plant,Biomass,302
2021-04-09,PL04,Tampere Plant,Nuclear,1085
2021-04-09,PL05,Rovaniemi Plant,Hydro,380
2021-04-10,PL01,Vaasa Plant,Wind,89
2021-04-10,PL02,Espoo Plant,Solar,51
2021-04-10,PL03,Oulu Plant,Biomass,294
2021-04-10,PL04,Tampere Plant,Nuclear,1105
2021-04-10,PL05,Rovaniemi Plant,Hydro,417
2021-04-11,PL01,Vaasa Plant,Wind,116
2021-04-11,PL02,Espoo Plant,Solar,57
2021-04-11,PL03,Oulu Plant,Biomass,303
2021-04-11,PL04,Tampere Plant,Nuclear,1099
2021-04-11,PL05,Rovaniemi Plant,Hydro,417
2021-04-12,PL01,Vaasa Plant,Wind,92
2021-04-12,PL02,Espoo Plant,Solar,30
2021-04-12,PL03,Oulu Plant,Biomass,295
2021-04-12,PL04,Tampere Plant,Nuclear,1107
2021-04-12,PL05,Rovaniemi Plant,Hydro,417
2021-04-13,PL01,Vaasa Plant,Wind,113
2021-04-13,PL02,Espoo Plant,Solar,65
2021-04-13,PL03,Oulu Plant,Biomass,301
2021-04-13,PL04,Tampere Plant,Nuclear,1102
2021-04-13,PL05,Rovaniemi Plant,Hydro,390
2021-04-14,PL01,Vaasa Plant,Wind,116
2021-04-14,PL02,Espoo Plant,Solar,66
2021-04-14,PL03,Oulu Plant,Biomass,319
2021-04-14,PL04,Tampere Plant,Nuclear,1115
2021-04-14,PL05,Rovaniemi Plant,Hydro,399
2021-04-15,PL01,Vaasa Plant,Wind,93
2021-04-15,PL02,Espoo Plant,Solar,39
2021-04-15,PL03,Oulu Plant,Biomass,302
2021-04-15,PL04,Tampere Plant,Nuclear,1106
2021-04-15,PL05,Rovaniemi Plant,Hydro,409
2021-04-16,PL01,Vaasa Plant,Wind,91
2021-04-16,PL02,Espoo Plant,Solar,46
2021-04-16,PL03,Oulu Plant,Biomass,295
2021-04-16,PL04,Tampere Plant,Nuclear,1091
2021-04-16,PL05,Rovaniemi Plant,Hydro,419
2021-04-17,PL01,Vaasa Plant,Wind,88
2021-04-17,PL02,Espoo Plant,Solar,43
2021-04-17,PL03,Oulu Plant,Biomass,316
2021-04-17,PL04,Tampere Plant,Nuclear,1082
2021-04-17,PL05,Rovaniemi Plant,Hydro,383
2021-04-18,PL01,Vaasa Plant,Wind,94
2021-04-18,PL02,Espoo Plant,Solar,36
2021-04-18,PL03,Oulu Plant,Biomass,284
2021-04-18,PL04,Tampere Plant,Nuclear,1087
2021-04-18,PL05,Rovaniemi Plant,Hydro,390
2021-04-19,PL01,Vaasa Plant,Wind,118
2021-04-19,PL02,Espoo Plant,Solar,38
2021-04-19,PL03,Oulu Plant,Biomass,287
2021-04-19,PL04,Tampere Plant,Nuclear,1084
2021-04-19,PL05,Rovaniemi Plant,Hydro,392
2021-04-20,PL01,Vaasa Plant,Wind,80
2021-04-20,PL02,Espoo Plant,Solar,44
2021-04-20,PL03,Oulu Plant,Biomass,288
2021-04-20,PL04,Tampere Plant,Nuclear,1102
2021-04-20,PL05,Rovaniemi Plant,Hydro,413
2021-04-21,PL01,Vaasa Plant,Wind,95
2021-04-21,PL02,Espoo Plant,Solar,33
2021-04-21,PL03,Oulu Plant,Biomass,291
2021-04-21,PL04,Tampere Plant,Nuclear,1114
2021-04-21,PL05,Rovaniemi Plant,Hydro,398
2021-04-22,PL01,Vaasa Plant,Wind,105
2021-04-22,PL02,Espoo Plant,Solar,42
2021-04-22,PL03,Oulu Plant,Biomass,319
2021-04-22,PL04,Tampere Plant,Nuclear,1109
2021-04-22,PL05,Rovaniemi Plant,Hydro,418
2021-04-23,PL01,Vaasa Plant,Wind,101
2021-04-23,PL02,Espoo Plant,Solar,66
2021-04-23,PL03,Oulu Plant,Biomass,286
2021-04-23,PL04,Tampere Plant,Nuclear,1081
2021-04-23,PL05,Rovaniemi Plant,Hydro,394
2021-04-24,PL01,Vaasa Plant,Wind,91
2021-04-24,PL02,Espoo Plant,Solar,42
2021-04-24,PL03,Oulu Plant,Biomass,317
2021-04-24,PL04,Tampere Plant,Nuclear,1109
2021-04-24,PL05,Rovaniemi Plant,Hydro,402
2021-04-25,PL01,Vaasa Plant,Wind,119
2021-04-25,PL02,Espoo Plant,Solar,59
2021-04-25,PL03,Oulu Plant,Biomass,286
2021-04-25,PL04,Tampere Plant,Nuclear,1113
2021-04-25,PL05,Rovaniemi Plant,Hydro,407
2021-04-26,PL01,Vaasa Plant,Wind,112
2021-04-26,PL02,Espoo Plant,Solar,48
2021-04-26,PL03,Oulu Plant,Biomass,288
2021-04-26,PL04,Tampere Plant,Nuclear,1096
2021-04-26,PL05,Rovaniemi Plant,Hydro,408
2021-04-27,PL01,Vaasa Plant,Wind,115
2021-04-27,PL02,Espoo Plant,Solar,51
2021-04-27,PL03,Oulu Plant,Biomass,295
2021-04-27,PL04,Tampere Plant,Nuclear,1089
2021-04-27,PL05,Rovaniemi Plant,Hydro,385
2021-04-28,PL01,Vaasa Plant,Wind,89
2021-04-28,PL02,Espoo Plant,Solar,69
2021-04-28,PL03,Oulu Plant,Biomass,287
2021-04-28,PL04,Tampere Plant,Nuclear,1114
2021-04-28,PL05,Rovaniemi Plant,Hydro,396
2021-04-29,PL01,Vaasa Plant,Wind,85
2021-04-29,PL02,Espoo Plant,Solar,44
2021-04-29,PL03,Oulu Plant,Biomass,298
2021-04-29,PL04,Tampere Plant,Nuclear,1111
2021-04-29,PL05,Rovaniemi Plant,Hydro,381
2021-04-30,PL01,Vaasa Plant,Wind,111
2021-04-30,PL02,Espoo Plant,Solar,51
2021-04-30,PL03,Oulu Plant,Biomass,295
2021-04-30,PL04,Tampere Plant,Nuclear,1095
2021-04-30,PL05,Rovaniemi Plant,Hydro,412
2021-05-01,PL01,Vaasa Plant,Wind,105
2021-05-01,PL02,Espoo Plant,Solar,65
2021-05-01,PL03,Oulu Plant,Biomass,280
2021-05-01,PL04,Tampere Plant,Nuclear,1110
2021-05-01,PL05,Rovaniemi Plant,Hydro,386
2021-05-02,PL01,Vaasa Plant,Wind,115
2021-05-02,PL02,Espoo Plant,Solar,38
2021-05-02,PL03,Oulu Plant,Biomass,301
2021-05-02,PL04,Tampere Plant,Nuclear,1108
2021-05-02,PL05,Rovaniemi Plant,Hydro,407
2021-05-03,PL01,Vaasa Plant,Wind,107
2021-05-03,PL02,Espoo Plant,Solar,42
2021-05-03,PL03,Oulu Plant,Biomass,286
2021-05-03,PL04,Tampere Plant,Nuclear,1080
2021-05-03,PL05,Rovaniemi Plant,Hydro,413
2021-05-04,PL01,Vaasa Plant,Wind,112
2021-05-04,PL02,Espoo Plant,Solar,69
2021-05-04,PL03,Oulu Plant,Biomass,288
2021-05-04,PL04,Tampere Plant,Nuclear,1102
2021-05-04,PL05,Rovaniemi Plant,Hydro,385
2021-05-05,PL01,Vaasa Plant,Wind,86
2021-05-05,PL02,Espoo Plant,Solar,57
2021-05-05,PL03,Oulu Plant,Biomass,295
2021-05-05,PL04,Tampere Plant,Nuclear,1102
2021-05-05,PL05,Rovaniemi Plant,Hydro,388
2021-05-06,PL01,Vaasa Plant,Wind,82
2021-05-06,PL02,Espoo Plant,Solar,46
2021-05-06,PL03,Oulu Plant,Biomass,281
2021-05-06,PL04,Tampere Plant,Nuclear,1099
2021-05-06,PL05,Rovaniemi Plant,Hydro,382
2021-05-07,PL01,Vaasa Plant,Wind,110
2021-05-07,PL02,Espoo Plant,Solar,66
2021-05-07,PL03,Oulu Plant,Biomass,296
2021-05-07,PL04,Tampere Plant,Nuclear,1093
2021-05-07,PL05,Rovaniemi Plant,Hydro,391
2021-05-08,PL01,Vaasa Plant,Wind,81
2021-05-08,PL02,Espoo Plant,Solar,41
2021-05-08,PL03,Oulu Plant,Biomass,305
2021-05-08,PL04,Tampere Plant,Nuclear,1112
2021-05-08,PL05,Rovaniemi Plant,Hydro,389
2021-05-09,PL01,Vaasa Plant,Wind,100
2021-05-09,PL02,Espoo Plant,Solar,57
2021-05-09,PL03,Oulu Plant,Biomass,290
2021-05-09,PL04,Tampere Plant,Nuclear,1096
2021-05-09,PL05,Rovaniemi Plant,Hydro,384
2021-05-10,PL01,Vaasa Plant,Wind,110
2021-05-10,PL02,Espoo Plant,Solar,66
2021-05-10,PL03,Oulu Plant,Biomass,304
2021-05-10,PL04,Tampere Plant,Nuclear,1091
2021-05-10,PL05,Rovaniemi Plant,Hydro,403
2021-05-11,PL01,Vaasa Plant,Wind,113
2021-05-11,PL02,Espoo Plant,Solar,48
2021-05-11,PL03,Oulu Plant,Biomass,280
2021-05-11,PL04,Tampere Plant,Nuclear,1107
2021-05-11,PL05,Rovaniemi Plant,Hydro,397
2021-05-12,PL01,Vaasa Plant,Wind,89
2021-05-12,PL02,Espoo Plant,Solar,37
2021-05-12,PL03,Oulu Plant,Biomass,305
2021-05-12,PL04,Tampere Plant,Nuclear,1080
2021-05-12,PL05,Rovaniemi Plant,Hydro,417
2021-05-13,PL01,Vaasa Plant,Wind,116
2021-05-13,PL02,Espoo Plant,Solar,50
2021-05-13,PL03,Oulu Plant,Biomass,298
2021-05-13,PL04,Tampere Plant,Nuclear,1081
2021-05-13,PL05,Rovaniemi Plant,Hydro,408
2021-05-14,PL01,Vaasa Plant,Wind,90
2021-05-14,PL02,Espoo Plant,Solar,66
2021-05-14,PL03,Oulu Plant,Biomass,294
2021-05-14,PL04,Tampere Plant,Nuclear,1098
2021-05-14,PL05,Rovaniemi Plant,Hydro,395
2021-05-15,PL01,Vaasa Plant,Wind,115
2021-05-15,PL02,Espoo Plant,Solar,44
2021-05-15,PL03,Oulu Plant,Biomass,296
2021-05-15,PL04,Tampere Plant,Nuclear,1093
2021-05-15,PL05,Rovaniemi Plant,Hydro,401
2021-05-16,PL01,Vaasa Plant,Wind,97
2021-05-16,PL02,Espoo Plant,Solar,37
2021-05-16,PL03,Oulu Plant,Biomass,290
2021-05-16,PL04,Tampere Plant,Nuclear,1118
2021-05-16,PL05,Rovaniemi Plant,Hydro,388
2021-05-17,PL01,Vaasa Plant,Wind,111
2021-05-17,PL02,Espoo Plant,Solar,52
2021-05-17,PL03,Oulu Plant,Biomass,294
2021-05-17,PL04,Tampere Plant,Nuclear,1106
2021-05-17,PL05,Rovaniemi Plant,Hydro,415
2021-05-18,PL01,Vaasa Plant,Wind,82
2021-05-18,PL02,Espoo Plant,Solar,42
2021-05-18,PL03,Oulu Plant,Biomass,312
2021-05-18,PL04,Tampere Plant,Nuclear,1100
2021-05-18,PL05,Rovaniemi Plant,Hydro,409
2021-05-19,PL01,Vaasa Plant,Wind,88
2021-05-19,PL02,Espoo Plant,Solar,30
2021-05-19,PL03,Oulu Plant,Biomass,299
2021-05-19,PL04,Tampere Plant,Nuclear,1105
2021-05-19,PL05,Rovaniemi Plant,Hydro,398
2021-05-20,PL01,Vaasa Plant,Wind,84
2021-05-20,PL02,Espoo Plant,Solar,34
2021-05-20,PL03,Oulu Plant,Biomass,315
2021-05-20,PL04,Tampere Plant,Nuclear,1116
2021-05-20,PL05,Rovaniemi Plant,Hydro,411
2021-05-21,PL01,Vaasa Plant,Wind,81
2021-05-21,PL02,Espoo Plant,Solar,45
2021-05-21,PL03,Oulu Plant,Biomass,293
2021-05-21,PL04,Tampere Plant,Nuclear,1102
2021-05-21,PL05,Rovaniemi Plant,Hydro,389
2021-05-22,PL01,Vaasa Plant,Wind,115
2021-05-22,PL02,Espoo Plant,Solar,62
2021-05-22,PL03,Oulu Plant,Biomass,303
2021-05-22,PL04,Tampere Plant,Nuclear,1107
2021-05-22,PL05,Rovaniemi Plant,Hydro,412
2021-05-23,PL01,Vaasa Plant,Wind,93
2021-05-23,PL02,Espoo Plant,Solar,47
2021-05-23,PL03,Oulu Plant,Biomass,296
2021-05-23,PL04,Tampere Plant,Nuclear,1116
2021-05-23,PL05,Rovaniemi Plant,Hydro,414
2021-05-24,PL01,Vaasa Plant,Wind,102
2021-05-24,PL02,Espoo Plant,Solar,47
2021-05-24,PL03,Oulu Plant,Biomass,318
2021-05-24,PL04,Tampere Plant,Nuclear,1084
2021-05-24,PL05,Rovaniemi Plant,Hydro,393
2021-05-25,PL01,Vaasa Plant,Wind,97
2021-05-25,PL02,Espoo Plant,Solar,66
2021-05-25,PL03,Oulu Plant,Biomass,313
2021-05-25,PL04,Tampere Plant,Nuclear,1113
2021-05-25,PL05,Rovaniemi Plant,Hydro,398
2021-05-26,PL01,Vaasa Plant,Wind,86
2021-05-26,PL02,Espoo Plant,Solar,59
2021-05-26,PL03,Oulu Plant,Biomass,286
2021-05-26,PL04,Tampere Plant,Nuclear,1094
2021-05-26,PL05,Rovaniemi Plant,Hydro,397
2021-05-27,PL01,Vaasa Plant,Wind,86
2021-05-27,PL02,Espoo Plant,Solar,62
2021-05-27,PL03,Oulu Plant,Biomass,285
2021-05-27,PL04,Tampere Plant,Nuclear,1095
2021-05-27,PL05,Rovaniemi Plant,Hydro,409
2021-05-28,PL01,Vaasa Plant,Wind,116
2021-05-28,PL02,Espoo Plant,Solar,51
2021-05-28,PL03,Oulu Plant,Biomass,308
2021-05-28,PL04,Tampere Plant,Nuclear,1108
2021-05-28,PL05,Rovaniemi Plant,Hydro,410
2021-05-29,PL01,Vaasa Plant,Wind,116
2021-05-29,PL02,Espoo Plant,Solar,66
2021-05-29,PL03,Oulu Plant,Biomass,306
2021-05-29,PL04,Tampere Plant,Nuclear,1095
2021-05-29,PL05,Rovaniemi Plant,Hydro,419
2021-05-30,PL01,Vaasa Plant,Wind,100
2021-05-30,PL02,Espoo Plant,Solar,30
2021-05-30,PL03,Oulu Plant,Biomass,312
2021-05-30,PL04,Tampere Plant,Nuclear,1115
2021-05-30,PL05,Rovaniemi Plant,Hydro,404
2021-05-31,PL01,Vaasa Plant,Wind,115
2021-05-31,PL02,Espoo Plant,Solar,45
2021-05-31,PL03,Oulu Plant,Biomass,290
2021-05-31,PL04,Tampere Plant,Nuclear,1117
2021-05-31,PL05,Rovaniemi Plant,Hydro,385
2021-06-01,PL01,Vaasa Plant,Wind,118
2021-06-01,PL02,Espoo Plant,Solar,44
2021-06-01,PL03,Oulu Plant,Biomass,294
2021-06-01,PL04,Tampere Plant,Nuclear,1092
2021-06-01,PL05,Rovaniemi Plant,Hydro,399
2021-06-02,PL01,Vaasa Plant,Wind,88
2021-06-02,PL02,Espoo Plant,Solar,40
2021-06-02,PL03,Oulu Plant,Biomass,288
2021-06-02,PL04,Tampere Plant,Nuclear,1100
2021-06-02,PL05,Rovaniemi Plant,Hydro,385
2021-06-03,PL01,Vaasa Plant,Wind,86
2021-06-03,PL02,Espoo Plant,Solar,61
2021-06-03,PL03,Oulu Plant,Biomass,293
2021-06-03,PL04,Tampere Plant,Nuclear,1097
2021-06-03,PL05,Rovaniemi Plant,Hydro,391
2021-06-04,PL01,Vaasa Plant,Wind,116
2021-06-04,PL02,Espoo Plant,Solar,49
2021-06-04,PL03,Oulu Plant,Biomass,316
2021-06-04,PL04,Tampere Plant,Nuclear,1109
2021-06-04,PL05,Rovaniemi Plant,Hydro,413
2021-06-05,PL01,Vaasa Plant,Wind,111
2021-06-05,PL02,Espoo Plant,Solar,45
2021-06-05,PL03,Oulu Plant,Biomass,284
2021-06-05,PL04,Tampere Plant,Nuclear,1099
2021-06-05,PL05,Rovaniemi Plant,Hydro,409
2021-06-06,PL01,Vaasa Plant,Wind,84
2021-06-06,PL02,Espoo Plant,Solar,64
2021-06-06,PL03,Oulu Plant,Biomass,292
2021-06-06,PL04,Tampere Plant,Nuclear,1110
2021-06-06,PL05,Rovaniemi Plant,Hydro,385
2021-06-07,PL01,Vaasa Plant,Wind,81
2021-06-07,PL02,Espoo Plant,Solar,66
2021-06-07,PL03,Oulu Plant,Biomass,302
2021-06-07,PL04,Tampere Plant,Nuclear,1103
2021-06-07,PL05,Rovaniemi Plant,Hydro,406
2021-06-08,PL01,Vaasa Plant,Wind,92
2021-06-08,PL02,Espoo Plant,Solar,57
2021-06-08,PL03,Oulu Plant,Biomass,310
2021-06-08,PL04,Tampere Plant,Nuclear,1109
2021-06-08,PL05,Rovaniemi Plant,Hydro,408
2021-06-09,PL01,Vaasa Plant,Wind,119
2021-06-09,PL02,Espoo Plant,Solar,39
2021-06-09,PL03,Oulu Plant,Biomass,312
2021-06-09,PL04,Tampere Plant,Nuclear,1098
2021-06-09,PL05,Rovaniemi Plant,Hydro,387
2021-06-10,PL01,Vaasa Plant,Wind,84
2021-06-10,PL02,Espoo Plant,Solar,31
2021-06-10,PL03,Oulu Plant,Biomass,309
2021-06-10,PL04,Tampere Plant,Nuclear,1102
2021-06-10,PL05,Rovaniemi Plant,Hydro,389
2021-06-11,PL01,Vaasa Plant,Wind,90
2021-06-11,PL02,Espoo Plant,Solar,62
2021-06-11,PL03,Oulu Plant,Biomass,318
2021-06-11,PL04,Tampere Plant,Nuclear,1085
2021-06-11,PL05,Rovaniemi Plant,Hydro,401
2021-06-12,PL01,Vaasa Plant,Wind,107
2021-06-12,PL02,Espoo Plant,Solar,62
2021-06-12,PL03,Oulu Plant,Biomass,303
2021-06-12,PL04,Tampere Plant,Nuclear,1108
2021-06-12,PL05,Rovaniemi Plant,Hydro,388
2021-06-13,PL01,Vaasa Plant,Wind,117
2021-06-13,PL02,Espoo Plant,Solar,36
2021-06-13,PL03,Oulu Plant,Biomass,286
2021-06-13,PL04,Tampere Plant,Nuclear,1118
2021-06-13,PL05,Rovaniemi Plant,Hydro,407
2021-06-14,PL01,Vaasa Plant,Wind,119
2021-06-14,PL02,Espoo Plant,Solar,30
2021-06-14,PL03,Oulu Plant,Biomass,288
2021-06-14,PL04,Tampere Plant,Nuclear,1080
2021-06-14,PL05,Rovaniemi Plant,Hydro,410
2021-06-15,PL01,Vaasa Plant,Wind,115
2021-06-15,PL02,Espoo Plant,Solar,42
2021-06-15,PL03,Oulu Plant,Biomass,283
2021-06-15,PL04,Tampere Plant,Nuclear,1104
2021-06-15,PL05,Rovaniemi Plant,Hydro,390
2021-06-16,PL01,Vaasa Plant,Wind,114
2021-06-16,PL02,Espoo Plant,Solar,39
2021-06-16,PL03,Oulu Plant,Biomass,288
2021-06-16,PL04,Tampere Plant,Nuclear,1093
2021-06-16,PL05,Rovaniemi Plant,Hydro,418
2021-06-17,PL01,Vaasa Plant,Wind,97
2021-06-17,PL02,Espoo Plant,Solar,39
2021-06-17,PL03,Oulu Plant,Biomass,284
2021-06-17,PL04,Tampere Plant,Nuclear,1112
2021-06-17,PL05,Rovaniemi Plant,Hydro,394
2021-06-18,PL01,Vaasa Plant,Wind,81
2021-06-18,PL02,Espoo Plant,Solar,32
2021-06-18,PL03,Oulu Plant,Biomass,310
2021-06-18,PL04,Tampere Plant,Nuclear,1112
2021-06-18,PL05,Rovaniemi Plant,Hydro,384
2021-06-19,PL01,Vaasa Plant,Wind,99
2021-06-19,PL02,Espoo Plant,Solar,60
2021-06-19,PL03,Oulu Plant,Biomass,286
2021-06-19,PL04,Tampere Plant,Nuclear,1102
2021-06-19,PL05,Rovaniemi Plant,Hydro,389
2021-06-20,PL01,Vaasa Plant,Wind,84
2021-06-20,PL02,Espoo Plant,Solar,61
2021-06-20,PL03,Oulu Plant,Biomass,281
2021-06-20,PL04,Tampere Plant,Nuclear,1106
2021-06-20,PL05,Rovaniemi Plant,Hydro,393
2021-06-21,PL01,Vaasa Plant,Wind,104
2021-06-21,PL02,Espoo Plant,Solar,64
2021-06-21,PL03,Oulu Plant,Biomass,284
2021-06-21,PL04,Tampere Plant,Nuclear,1092
2021-06-21,PL05,Rovaniemi Plant,Hydro,393
2021-06-22,PL01,Vaasa Plant,Wind,96
2021-06-22,PL02,Espoo Plant,Solar,40
2021-06-22,PL03,Oulu Plant,Biomass,309
2021-06-22,PL04,Tampere Plant,Nuclear,1082
2021-06-22,PL05,Rovaniemi Plant,Hydro,388
2021-06-23,PL01,Vaasa Plant,Wind,101
2021-06-23,PL02,Espoo Plant,Solar,64
2021-06-23,PL03,Oulu Plant,Biomass,309
2021-06-23,PL04,Tampere Plant,Nuclear,1092
2021-06-23,PL05,Rovaniemi Plant,Hydro,414
2021-06-24,PL01,Vaasa Plant,Wind,82
2021-06-24,PL02,Espoo Plant,Solar,53
2021-06-24,PL03,Oulu Plant,Biomass,313
2021-06-24,PL04,Tampere Plant,Nuclear,1102
2021-06-24,PL05,Rovaniemi Plant,Hydro,402
2021-06-25,PL01,Vaasa Plant,Wind,104
2021-06-25,PL02,Espoo Plant,Solar,47
2021-06-25,PL03,Oulu Plant,Biomass,281
2021-06-25,PL04,Tampere Plant,Nuclear,1082
2021-06-25,PL05,Rovaniemi Plant,Hydro,413
2021-06-26,PL01,Vaasa Plant,Wind,98
2021-06-26,PL02,Espoo Plant,Solar,56
2021-06-26,PL03,Oulu Plant,Biomass,314
2021-06-26,PL04,Tampere Plant,Nuclear,1095
2021-06-26,PL05,Rovaniemi Plant,Hydro,408
2021-06-27,PL01,Vaasa Plant,Wind,103
2021-06-27,PL02,Espoo Plant,Solar,42
2021-06-27,PL03,Oulu Plant,Biomass,298
2021-06-27,PL04,Tampere Plant,Nuclear,1098
2021-06-27,PL05,Rovaniemi Plant,Hydro,403
2021-06-28,PL01,Vaasa Plant,Wind,100
2021-06-28,PL02,Espoo Plant,Solar,66
2021-06-28,PL03,Oulu Plant,Biomass,302
2021-06-28,PL04,Tampere Plant,Nuclear,1101
2021-06-28,PL05,Rovaniemi Plant,Hydro,387
2021-06-29,PL01,Vaasa Plant,Wind,113
2021-06-29,PL02,Espoo Plant,Solar,44
2021-06-29,PL03,Oulu Plant,Biomass,293
2021-06-29,PL04,Tampere Plant,Nuclear,1092
2021-06-29,PL05,Rovaniemi Plant,Hydro,401
2021-06-30,PL01,Vaasa Plant,Wind,114
2021-06-30,PL02,Espoo Plant,Solar,58
2021-06-30,PL03,Oulu Plant,Biomass,313
2021-06-30,PL04,Tampere Plant,Nuclear,1081
2021-06-30,PL05,Rovaniemi Plant,Hydro,414
2021-07-01,PL01,Vaasa Plant,Wind,100
2021-07-01,PL02,Espoo Plant,Solar,58
2021-07-01,PL03,Oulu Plant,Biomass,308
2021-07-01,PL04,Tampere Plant,Nuclear,1102
2021-07-01,PL05,Rovaniemi Plant,Hydro,417
2021-07-02,PL01,Vaasa Plant,Wind,92
2021-07-02,PL02,Espoo Plant,Solar,64
2021-07-02,PL03,Oulu Plant,Biomass,308
2021-07-02,PL04,Tampere Plant,Nuclear,1091
2021-07-02,PL05,Rovaniemi Plant,Hydro,403
2021-07-03,PL01,Vaasa Plant,Wind,116
2021-07-03,PL02,Espoo Plant,Solar,50
2021-07-03,PL03,Oulu Plant,Biomass,309
2021-07-03,PL04,Tampere Plant,Nuclear,1099
2021-07-03,PL05,Rovaniemi Plant,Hydro,400
2021-07-04,PL01,Vaasa Plant,Wind,118
2021-07-04,PL02,Espoo Plant,Solar,51
2021-07-04,PL03,Oulu Plant,Biomass,315
2021-07-04,PL04,Tampere Plant,Nuclear,1098
2021-07-04,PL05,Rovaniemi Plant,Hydro,409
2021-07-05,PL01,Vaasa Plant,Wind,114
2021-07-05,PL02,Espoo Plant,Solar,69
2021-07-05,PL03,Oulu Plant,Biomass,319
2021-07-05,PL04,Tampere Plant,Nuclear,1088
2021-07-05,PL05,Rovaniemi Plant,Hydro,409
2021-07-06,PL01,Vaasa Plant,Wind,114
2021-07-06,PL02,Espoo Plant,Solar,67
2021-07-06,PL03,Oulu Plant,Biomass,285
