date,plant_id,heating_produced_mwh,heating_consumed_mwh
2021-02-21,PL01,596,586
2021-02-21,PL02,580,578
2021-02-21,PL03,660,649
2021-02-21,PL04,99,81
2021-02-21,PL05,67,56
2021-02-22,PL01,418,409
2021-02-22,PL02,134,131
2021-02-22,PL03,251,248
2021-02-22,PL04,270,251
2021-02-22,PL05,88,70
2021-02-23,PL01,57,39
2021-02-23,PL02,696,693
2021-02-23,PL03,661,646
2021-02-23,PL04,197,192
2021-02-23,PL05,645,643
2021-02-24,PL01,384,368
2021-02-24,PL02,635,617
2021-02-24,PL03,604,604
2021-02-24,PL04,665,649
2021-02-24,PL05,212,193
2021-02-25,PL01,534,532
2021-02-25,PL02,480,472
2021-02-25,PL03,86,80
2021-02-25,PL04,305,297
2021-02-25,PL05,610,596
2021-02-26,PL01,163,161
2021-02-26,PL02,359,358
2021-02-26,PL03,79,66
2021-02-26,PL04,221,212
2021-02-26,PL05,143,127
2021-02-27,PL01,57,44
2021-02-27,PL02,175,162
2021-02-27,PL03,446,443
2021-02-27,PL04,540,531
2021-02-27,PL05,361,345
2021-02-28,PL01,337,321
2021-02-28,PL02,680,665
2021-02-28,PL03,393,381
2021-02-28,PL04,529,514
2021-02-28,PL05,627,608
2021-03-01,PL01,612,601
2021-03-01,PL02,304,294
2021-03-01,PL03,123,105
2021-03-01,PL04,604,585
2021-03-01,PL05,627,608
2021-03-02,PL01,675,661
2021-03-02,PL02,329,318
2021-03-02,PL03,626,608
2021-03-02,PL04,581,580
2021-03-02,PL05,470,460
2021-03-03,PL01,335,321
2021-03-03,PL02,472,459
2021-03-03,PL03,61,52
2021-03-03,PL04,56,39
2021-03-03,PL05,641,639
2021-03-04,PL01,667,653
2021-03-04,PL02,514,513
2021-03-04,PL03,279,269
2021-03-04,PL04,141,134
2021-03-04,PL05,441,434
2021-03-05,PL01,420,420
2021-03-05,PL02,428,419
2021-03-05,PL03,394,381
2021-03-05,PL04,227,218
2021-03-05,PL05,347,334
2021-03-06,PL01,374,368
2021-03-06,PL02,156,154
2021-03-06,PL03,592,590
2021-03-06,PL04,577,567
2021-03-06,PL05,289,277
2021-03-07,PL01,680,678
2021-03-07,PL02,360,350
2021-03-07,PL03,283,277
2021-03-07,PL04,243,228
2021-03-07,PL05,615,597
2021-03-08,PL01,366,351
2021-03-08,PL02,582,563
2021-03-08,PL03,578,568
2021-03-08,PL04,396,379
2021-03-08,PL05,379,376
2021-03-09,PL01,491,481
2021-03-09,PL02,534,523
2021-03-09,PL03,203,195
2021-03-09,PL04,685,680
2021-03-09,PL05,404,404
2021-03-10,PL01,242,226
2021-03-10,PL02,224,216
2021-03-10,PL03,102,97
2021-03-10,PL04,112,98
2021-03-10,PL05,202,191
2021-03-11,PL01,369,368
2021-03-11,PL02,67,54
2021-03-11,PL03,308,292
2021-03-11,PL04,546,541
2021-03-11,PL05,330,315
2021-03-12,PL01,252,243
2021-03-12,PL02,54,48
2021-03-12,PL03,245,232
2021-03-12,PL04,675,673
2021-03-12,PL05,379,364
2021-03-13,PL01,317,301
2021-03-13,PL02,281,262
2021-03-13,PL03,207,206
2021-03-13,PL04,544,537
2021-03-13,PL05,339,337
2021-03-14,PL01,381,378
2021-03-14,PL02,151,133
2021-03-14,PL03,409,392
2021-03-14,PL04,175,165
2021-03-14,PL05,304,304
2021-03-15,PL01,518,505
2021-03-15,PL02,302,289
2021-03-15,PL03,494,487
2021-03-15,PL04,269,250
2021-03-15,PL05,161,142
2021-03-16,PL01,697,680
2021-03-16,PL02,331,317
2021-03-16,PL03,61,54
2021-03-16,PL04,311,299
2021-03-16,PL05,235,222
2021-03-17,PL01,659,643
2021-03-17,PL02,499,480
2021-03-17,PL03,611,605
2021-03-17,PL04,451,442
2021-03-17,PL05,652,634
2021-03-18,PL01,617,598
2021-03-18,PL02,83,66
2021-03-18,PL03,261,249
2021-03-18,PL04,300,299
2021-03-18,PL05,414,401
2021-03-19,PL01,534,522
2021-03-19,PL02,344,331
2021-03-19,PL03,551,551
2021-03-19,PL04,493,486
2021-03-19,PL05,627,615
2021-03-20,PL01,95,76
2021-03-20,PL02,688,671
2021-03-20,PL03,128,126
2021-03-20,PL04,377,373
2021-03-20,PL05,684,669
2021-03-21,PL01,545,542
2021-03-21,PL02,647,638
2021-03-21,PL03,537,537
2021-03-21,PL04,377,370
2021-03-21,PL05,134,123
2021-03-22,PL01,637,628
2021-03-22,PL02,544,540
2021-03-22,PL03,63,50
2021-03-22,PL04,570,555
2021-03-22,PL05,386,380
2021-03-23,PL01,477,461
2021-03-23,PL02,636,633
2021-03-23,PL03,198,194
2021-03-23,PL04,285,277
2021-03-23,PL05,432,431
2021-03-24,PL01,287,268
2021-03-24,PL02,670,669
2021-03-24,PL03,606,596
2021-03-24,PL04,69,55
2021-03-24,PL05,222,205
2021-03-25,PL01,414,405
2021-03-25,PL02,90,86
2021-03-25,PL03,67,50
2021-03-25,PL04,674,669
2021-03-25,PL05,191,184
2021-03-26,PL01,485,481
2021-03-26,PL02,447,430
2021-03-26,PL03,662,650
2021-03-26,PL04,580,579
2021-03-26,PL05,200,196
2021-03-27,PL01,83,74
2021-03-27,PL02,193,192
2021-03-27,PL03,447,442
2021-03-27,PL04,96,93
2021-03-27,PL05,643,625
2021-03-28,PL01,66,60
2021-03-28,PL02,249,237
2021-03-28,PL03,565,561
2021-03-28,PL04,527,522
2021-03-28,PL05,155,145
2021-03-29,PL01,181,164
2021-03-29,PL02,477,462
2021-03-29,PL03,232,228
2021-03-29,PL04,122,110
2021-03-29,PL05,604,591
2021-03-30,PL01,420,411
2021-03-30,PL02,660,657
2021-03-30,PL03,633,620
2021-03-30,PL04,379,371
2021-03-30,PL05,107,103
2021-03-31,PL01,486,479
2021-03-31,PL02,656,650
2021-03-31,PL03,319,307
2021-03-31,PL04,507,498
2021-03-31,PL05,582,571
2021-04-01,PL01,591,574
2021-04-01,PL02,194,179
2021-04-01,PL03,171,171
2021-04-01,PL04,397,397
2021-04-01,PL05,556,546
2021-04-02,PL01,326,312
2021-04-02,PL02,406,390
2021-04-02,PL03,647,637
2021-04-02,PL04,101,84
2021-04-02,PL05,362,357
2021-04-03,PL01,392,379
2021-04-03,PL02,338,326
2021-04-03,PL03,385,369
2021-04-03,PL04,390,384
2021-04-03,PL05,112,97
2021-04-04,PL01,82,67
2021-04-04,PL02,395,384
2021-04-04,PL03,209,198
2021-04-04,PL04,128,118
2021-04-04,PL05,243,224
2021-04-05,PL01,292,286
2021-04-05,PL02,400,382
2021-04-05,PL03,265,252
2021-04-05,PL04,250,232
2021-04-05,PL05,485,472
2021-04-06,PL01,538,527
2021-04-06,PL02,354,336
2021-04-06,PL03,230,215
2021-04-06,PL04,497,494
2021-04-06,PL05,110,99
2021-04-07,PL01,176,162
2021-04-07,PL02,466,452
2021-04-07,PL03,617,603
2021-04-07,PL04,556,550
2021-04-07,PL05,266,260
2021-04-08,PL01,92,87
2021-04-08,PL02,597,593
2021-04-08,PL03,383,364
2021-04-08,PL04,259,255
2021-04-08,PL05,99,83
2021-04-09,PL01,590,579
2021-04-09,PL02,489,476
2021-04-09,PL03,217,213
2021-04-09,PL04,299,292
2021-04-09,PL05,281,279
2021-04-10,PL01,312,293
2021-04-10,PL02,319,318
2021-04-10,PL03,115,104
2021-04-10,PL04,466,461
2021-04-10,PL05,589,587
2021-04-11,PL01,374,363
2021-04-11,PL02,598,579
2021-04-11,PL03,274,263
2021-04-11,PL04,155,152
2021-04-11,PL05,230,229
2021-04-12,PL01,535,525
2021-04-12,PL02,314,301
2021-04-12,PL03,270,251
2021-04-12,PL04,455,438
2021-04-12,PL05,340,339
2021-04-13,PL01,183,164
2021-04-13,PL02,556,555
2021-04-13,PL03,223,219
2021-04-13,PL04,666,650
2021-04-13,PL05,415,397
2021-04-14,PL01,437,423
2021-04-14,PL02,511,492
2021-04-14,PL03,421,420
2021-04-14,PL04,395,384
2021-04-14,PL05,201,186
2021-04-15,PL01,307,305
2021-04-15,PL02,255,242
2021-04-15,PL03,691,679
2021-04-15,PL04,664,647
2021-04-15,PL05,629,610
2021-04-16,PL01,552,549
2021-04-16,PL02,113,104
2021-04-16,PL03,561,560
2021-04-16,PL04,316,308
2021-04-16,PL05,464,449
2021-04-17,PL01,691,686
2021-04-17,PL02,449,444
2021-04-17,PL03,506,497
2021-04-17,PL04,341,334
2021-04-17,PL05,601,593
2021-04-18,PL01,97,95
2021-04-18,PL02,588,578
2021-04-18,PL03,164,154
2021-04-18,PL04,587,582
2021-04-18,PL05,462,458
2021-04-19,PL01,653,634
2021-04-19,PL02,568,564
2021-04-19,PL03,209,204
2021-04-19,PL04,173,154
2021-04-19,PL05,546,540
2021-04-20,PL01,381,379
2021-04-20,PL02,337,325
2021-04-20,PL03,438,431
2021-04-20,PL04,596,581
2021-04-20,PL05,213,202
2021-04-21,PL01,227,215
2021-04-21,PL02,279,278
2021-04-21,PL03,408,401
2021-04-21,PL04,95,87
2021-04-21,PL05,105,101
2021-04-22,PL01,84,70
2021-04-22,PL02,545,531
2021-04-22,PL03,643,641
2021-04-22,PL04,176,167
2021-04-22,PL05,124,106
2021-04-23,PL01,662,651
2021-04-23,PL02,400,400
2021-04-23,PL03,177,169
2021-04-23,PL04,387,385
2021-04-23,PL05,295,291
2021-04-24,PL01,678,669
2021-04-24,PL02,96,89
2021-04-24,PL03,144,143
2021-04-24,PL04,644,628
2021-04-24,PL05,634,631
2021-04-25,PL01,679,672
2021-04-25,PL02,275,261
2021-04-25,PL03,361,343
2021-04-25,PL04,110,100
2021-04-25,PL05,262,246
2021-04-26,PL01,563,563
2021-04-26,PL02,161,161
2021-04-26,PL03,357,348
2021-04-26,PL04,176,167
2021-04-26,PL05,680,677
2021-04-27,PL01,362,354
2021-04-27,PL02,438,430
2021-04-27,PL03,430,415
2021-04-27,PL04,191,173
2021-04-27,PL05,674,657
2021-04-28,PL01,473,455
2021-04-28,PL02,202,185
2021-04-28,PL03,522,514
2021-04-28,PL04,440,436
2021-04-28,PL05,284,274
2021-04-29,PL01,342,342
2021-04-29,PL02,257,243
2021-04-29,PL03,552,541
2021-04-29,PL04,671,652
2021-04-29,PL05,176,172
2021-04-30,PL01,222,215
2021-04-30,PL02,641,635
2021-04-30,PL03,215,215
2021-04-30,PL04,657,638
2021-04-30,PL05,630,619
2021-05-01,PL01,248,240
2021-05-01,PL02,516,499
2021-05-01,PL03,512,512
2021-05-01,PL04,114,113
2021-05-01,PL05,608,599
2021-05-02,PL01,225,215
2021-05-02,PL02,599,586
2021-05-02,PL03,542,528
2021-05-02,PL04,135,131
2021-05-02,PL05,501,501
2021-05-03,PL01,406,387
2021-05-03,PL02,247,242
2021-05-03,PL03,353,353
2021-05-03,PL04,272,267
2021-05-03,PL05,134,131
2021-05-04,PL01,489,489
2021-05-04,PL02,376,370
2021-05-04,PL03,151,147
2021-05-04,PL04,544,525
2021-05-04,PL05,312,312
2021-05-05,PL01,395,392
2021-05-05,PL02,97,93
2021-05-05,PL03,191,186
2021-05-05,PL04,626,624
2021-05-05,PL05,442,425
2021-05-06,PL01,605,603
2021-05-06,PL02,569,568
2021-05-06,PL03,647,634
2021-05-06,PL04,414,398
2021-05-06,PL05,663,653
2021-05-07,PL01,695,691
2021-05-07,PL02,622,622
2021-05-07,PL03,699,699
2021-05-07,PL04,246,239
2021-05-07,PL05,350,337
2021-05-08,PL01,541,535
2021-05-08,PL02,370,353
2021-05-08,PL03,580,562
2021-05-08,PL04,607,595
2021-05-08,PL05,146,139
2021-05-09,PL01,680,665
2021-05-09,PL02,685,684
2021-05-09,PL03,381,367
2021-05-09,PL04,69,53
2021-05-09,PL05,66,56
2021-05-10,PL01,63,52
2021-05-10,PL02,388,372
2021-05-10,PL03,334,333
2021-05-10,PL04,319,301
2021-05-10,PL05,320,318
2021-05-11,PL01,461,445
2021-05-11,PL02,556,547
2021-05-11,PL03,556,542
2021-05-11,PL04,278,261
2021-05-11,PL05,601,590
2021-05-12,PL01,192,176
2021-05-12,PL02,210,209
2021-05-12,PL03,424,409
2021-05-12,PL04,157,138
2021-05-12,PL05,636,626
2021-05-13,PL01,494,493
2021-05-13,PL02,325,320
2021-05-13,PL03,687,673
2021-05-13,PL04,429,417
2021-05-13,PL05,69,63
2021-05-14,PL01,688,672
2021-05-14,PL02,260,257
2021-05-14,PL03,211,200
2021-05-14,PL04,617,604
2021-05-14,PL05,175,162
2021-05-15,PL01,450,448
2021-05-15,PL02,129,127
2021-05-15,PL03,456,455
2021-05-15,PL04,643,643
2021-05-15,PL05,478,466
2021-05-16,PL01,694,679
2021-05-16,PL02,414,409
2021-05-16,PL03,566,555
2021-05-16,PL04,612,594
2021-05-16,PL05,525,508
2021-05-17,PL01,430,429
2021-05-17,PL02,663,659
2021-05-17,PL03,279,272
2021-05-17,PL04,212,197
2021-05-17,PL05,68,59
2021-05-18,PL01,615,609
2021-05-18,PL02,393,391
2021-05-18,PL03,160,150
2021-05-18,PL04,566,557
2021-05-18,PL05,500,500
2021-05-19,PL01,251,246
2021-05-19,PL02,534,518
2021-05-19,PL03,316,313
2021-05-19,PL04,485,477
2021-05-19,PL05,474,469
2021-05-20,PL01,572,555
2021-05-20,PL02,389,371
2021-05-20,PL03,198,183
2021-05-20,PL04,102,92
2021-05-20,PL05,403,394
2021-05-21,PL01,560,556
2021-05-21,PL02,242,238
2021-05-21,PL03,204,189
2021-05-21,PL04,618,615
2021-05-21,PL05,649,633
2021-05-22,PL01,147,142
2021-05-22,PL02,134,129
2021-05-22,PL03,157,138
2021-05-22,PL04,456,439
2021-05-22,PL05,610,591
2021-05-23,PL01,255,239
2021-05-23,PL02,252,250
2021-05-23,PL03,668,661
2021-05-23,PL04,442,438
2021-05-23,PL05,433,431
2021-05-24,PL01,369,362
2021-05-24,PL02,265,261
2021-05-24,PL03,308,303
2021-05-24,PL04,231,219
2021-05-24,PL05,246,246
2021-05-25,PL01,426,415
2021-05-25,PL02,583,580
2021-05-25,PL03,390,374
2021-05-25,PL04,327,318
2021-05-25,PL05,411,406
2021-05-26,PL01,358,340
2021-05-26,PL02,220,210
2021-05-26,PL03,685,673
2021-05-26,PL04,67,54
2021-05-26,PL05,601,584
2021-05-27,PL01,277,264
2021-05-27,PL02,388,381
2021-05-27,PL03,676,669
2021-05-27,PL04,645,645
2021-05-27,PL05,69,67
2021-05-28,PL01,56,50
2021-05-28,PL02,485,480
2021-05-28,PL03,690,679
2021-05-28,PL04,378,362
2021-05-28,PL05,53,50
2021-05-29,PL01,431,431
2021-05-29,PL02,508,508
2021-05-29,PL03,258,240
2021-05-29,PL04,195,183
2021-05-29,PL05,526,513
2021-05-30,PL01,151,143
2021-05-30,PL02,394,382
2021-05-30,PL03,498,493
2021-05-30,PL04,577,569
2021-05-30,PL05,480,464
2021-05-31,PL01,402,387
2021-05-31,PL02,170,164
2021-05-31,PL03,388,375
2021-05-31,PL04,489,479
2021-05-31,PL05,199,198
2021-06-01,PL01,455,450
2021-06-01,PL02,323,319
2021-06-01,PL03,208,192
2021-06-01,PL04,212,207
2021-06-01,PL05,685,672
2021-06-02,PL01,519,503
2021-06-02,PL02,441,433
2021-06-02,PL03,658,652
2021-06-02,PL04,54,49
2021-06-02,PL05,198,194
2021-06-03,PL01,267,255
2021-06-03,PL02,638,623
2021-06-03,PL03,217,209
2021-06-03,PL04,72,63
2021-06-03,PL05,499,498
2021-06-04,PL01,425,419
2021-06-04,PL02,601,588
2021-06-04,PL03,455,439
2021-06-04,PL04,482,474
2021-06-04,PL05,563,563
2021-06-05,PL01,538,519
2021-06-05,PL02,604,602
2021-06-05,PL03,259,245
2021-06-05,PL04,223,212
2021-06-05,PL05,536,531
2021-06-06,PL01,510,506
2021-06-06,PL02,671,670
2021-06-06,PL03,201,183
2021-06-06,PL04,690,674
2021-06-06,PL05,295,295
2021-06-07,PL01,363,351
2021-06-07,PL02,690,676
2021-06-07,PL03,221,208
2021-06-07,PL04,451,443
2021-06-07,PL05,629,614
2021-06-08,PL01,472,459
2021-06-08,PL02,341,337
2021-06-08,PL03,540,528
2021-06-08,PL04,80,69
2021-06-08,PL05,238,234
2021-06-09,PL01,231,226
2021-06-09,PL02,223,217
2021-06-09,PL03,508,496
2021-06-09,PL04,221,211
2021-06-09,PL05,544,525
2021-06-10,PL01,645,628
2021-06-10,PL02,491,479
2021-06-10,PL03,147,131
2021-06-10,PL04,138,119
2021-06-10,PL05,567,561
2021-06-11,PL01,516,511
2021-06-11,PL02,250,235
2021-06-11,PL03,201,187
2021-06-11,PL04,613,605
2021-06-11,PL05,122,111
2021-06-12,PL01,71,58
2021-06-12,PL02,147,147
2021-06-12,PL03,569,569
2021-06-12,PL04,119,103
2021-06-12,PL05,628,621
2021-06-13,PL01,266,264
2021-06-13,PL02,217,207
2021-06-13,PL03,86,76
2021-06-13,PL04,354,349
2021-06-13,PL05,342,341
2021-06-14,PL01,74,58
2021-06-14,PL02,279,269
2021-06-14,PL03,608,591
2021-06-14,PL04,562,546
2021-06-14,PL05,433,429
2021-06-15,PL01,330,311
2021-06-15,PL02,226,224
2021-06-15,PL03,272,271
2021-06-15,PL04,500,490
2021-06-15,PL05,85,77
2021-06-16,PL01,115,104
2021-06-16,PL02,202,197
2021-06-16,PL03,104,90
2021-06-16,PL04,683,683
2021-06-16,PL05,272,265
2021-06-17,PL01,202,189
2021-06-17,PL02,197,192
2021-06-17,PL03,674,667
2021-06-17,PL04,618,605
2021-06-17,PL05,270,254
2021-06-18,PL01,254,238
2021-06-18,PL02,134,126
2021-06-18,PL03,167,166
2021-06-18,PL04,266,249
2021-06-18,PL05,541,539
2021-06-19,PL01,365,349
2021-06-19,PL02,250,238
2021-06-19,PL03,446,438
2021-06-19,PL04,400,400
2021-06-19,PL05,134,123
2021-06-20,PL01,635,618
2021-06-20,PL02,103,95
2021-06-20,PL03,372,361
2021-06-20,PL04,478,464
2021-06-20,PL05,384,381
2021-06-21,PL01,665,648
2021-06-21,PL02,437,424
2021-06-21,PL03,550,547
2021-06-21,PL04,638,626
2021-06-21,PL05,87,73
2021-06-22,PL01,559,559
2021-06-22,PL02,390,372
2021-06-22,PL03,97,92
2021-06-22,PL04,161,157
2021-06-22,PL05,311,305
2021-06-23,PL01,574,571
2021-06-23,PL02,327,320
2021-06-23,PL03,601,596
2021-06-23,PL04,570,559
2021-06-23,PL05,363,344
2021-06-24,PL01,552,548
2021-06-24,PL02,580,571
2021-06-24,PL03,336,329
2021-06-24,PL04,356,339
2021-06-24,PL05,178,161
2021-06-25,PL01,210,193
2021-06-25,PL02,600,595
2021-06-25,PL03,572,555
2021-06-25,PL04,374,355
2021-06-25,PL05,357,357
2021-06-26,PL01,542,532
2021-06-26,PL02,658,645
2021-06-26,PL03,101,101
2021-06-26,PL04,650,638
2021-06-26,PL05,471,456
2021-06-27,PL01,616,599
2021-06-27,PL02,252,251
2021-06-27,PL03,103,102
2021-06-27,PL04,579,565
2021-06-27,PL05,451,432
2021-06-28,PL01,68,66
2021-06-28,PL02,487,480
2021-06-28,PL03,79,62
2021-06-28,PL04,529,529
2021-06-28,PL05,102,87
2021-06-29,PL01,290,273
2021-06-29,PL02,559,552
2021-06-29,PL03,254,244
2021-06-29,PL04,291,274
2021-06-29,PL05,530,513
2021-06-30,PL01,438,430
2021-06-30,PL02,608,601
2021-06-30,PL03,434,430
2021-06-30,PL04,688,669
2021-06-30,PL05,643,624
2021-07-01,PL01,189,179
2021-07-01,PL02,651,633
2021-07-01,PL03,292,289
2021-07-01,PL04,592,584
2021-07-01,PL05,508,490
2021-07-02,PL01,458,455
2021-07-02,PL02,385,381
2021-07-02,PL03,425,414
2021-07-02,PL04,469,458
2021-07-02,PL05,55,53
2021-07-03,PL01,346,334
2021-07-03,PL02,124,105
2021-07-03,PL03,292,288
2021-07-03,PL04,198,191
2021-07-03,PL05,540,535
2021-07-04,PL01,77,59
2021-07-04,PL02,394,382
2021-07-04,PL03,116,105
2021-07-04,PL04,687,680
2021-07-04,PL05,463,457
2021-07-05,PL01,295,292
2021-07-05,PL02,574,563
2021-07-05,PL03,622,615
2021-07-05,PL04,59,52
2021-07-05,PL05,361,355
2021-07-06,PL01,210,203
2021-07-06,PL02,485,469
2021-07-06,PL03,299,280
2021-07-06,PL04,438,423
2021-07-06,PL05,634,621
2021-07-07,PL01,86,72
2021-07-07,PL02,347,332
2021-07-07,PL03,379,365
2021-07-07,PL04,446,444
2021-07-07,PL05,432,428
2021-07-08,PL01,133,132
2021-07-08,PL02,147,128
2021-07-08,PL03,115,115
2021-07-08,PL04,232,214
2021-07-08,PL05,586,580
2021-07-09,PL01,391,386
2021-07-09,PL02,245,230
2021-07-09,PL03,247,245
2021-07-09,PL04,462,444
2021-07-09,PL05,251,249
2021-07-10,PL01,470,468
2021-07-10,PL02,88,72
2021-07-10,PL03,641,627
2021-07-10,PL04,364,363
2021-07-10,PL05,478,475
2021-07-11,PL01,548,532
2021-07-11,PL02,169,169
2021-07-11,PL03,589,577
2021-07-11,PL04,499,496
2021-07-11,PL05,248,237
2021-07-12,PL01,367,348
2021-07-12,PL02,602,597
2021-07-12,PL03,139,131
2021-07-12,PL04,686,685
2021-07-12,PL05,258,248
2021-07-13,PL01,85,77
2021-07-13,PL02,267,254
2021-07-13,PL03,244,244
2021-07-13,PL04,557,554
2021-07-13,PL05,344,339
2021-07-14,PL01,99,85
2021-07-14,PL02,677,668
2021-07-14,PL03,71,56
2021-07-14,PL04,535,531
2021-07-14,PL05,320,315
2021-07-15,PL01,539,532
2021-07-15,PL02,250,242
2021-07-15,PL03,500,491
2021-07-15,PL04,257,243
2021-07-15,PL05,495,476
2021-07-16,PL01,160,151
2021-07-16,PL02,620,609
2021-07-16,PL03,681,680
2021-07-16,PL04,529,528
2021-07-16,PL05,178,175
2021-07-17,PL01,95,95
2021-07-17,PL02,402,383
2021-07-17,PL03,157,147
2021-07-17,PL04,697,681
2021-07-17,PL05,578,568
2021-07-18,PL01,625,619
2021-07-18,PL02,652,636
2021-07-18,PL03,555,542
2021-07-18,PL04,52,35
2021-07-18,PL05,680,671
2021-07-19,PL01,241,241
2021-07-19,PL02,265,256
2021-07-19,PL03,628,623
2021-07-19,PL04,55,42
2021-07-19,PL05,324,309
2021-07-20,PL01,579,579
2021-07-20,PL02,402,402
2021-07-20,PL03,654,653
2021-07-20,PL04,541,527
2021-07-20,PL05,563,560
2021-07-21,PL01,249,247
2021-07-21,PL02,153,146
2021-07-21,PL03,103,93
2021-07-21,PL04,626,623
2021-07-21,PL05,481,476
2021-07-22,PL01,94,83
2021-07-22,PL02,688,669
2021-07-22,PL03,146,127
2021-07-22,PL04,539,529
2021-07-22,PL05,130,121
2021-07-23,PL01,264,253
2021-07-23,PL02,353,341
2021-07-23,PL03,390,386
2021-07-23,PL04,351,336
2021-07-23,PL05,154,141
2021-07-24,PL01,333,333
2021-07-24,PL02,139,139
2021-07-24,PL03,513,512
2021-07-24,PL04,305,286
2021-07-24,PL05,195,194
2021-07-25,PL01,497,484
2021-07-25,PL02,522,521
2021-07-25,PL03,421,417
2021-07-25,PL04,183,171
2021-07-25,PL05,113,105
2021-07-26,PL01,655,636
2021-07-26,PL02,443,438
2021-07-26,PL03,647,637
2021-07-26,PL04,113,101
2021-07-26,PL05,610,605
2021-07-27,PL01,662,661
2021-07-27,PL02,492,480
2021-07-27,PL03,524,519
2021-07-27,PL04,572,561
2021-07-27,PL05,520,511
2021-07-28,PL01,294,277
2021-07-28,PL02,408,398
2021-07-28,PL03,483,476
2021-07-28,PL04,504,489
2021-07-28,PL05,526,510
2021-07-29,PL01,70,58
2021-07-29,PL02,684,678
2021-07-29,PL03,437,431
2021-07-29,PL04,450,449
2021-07-29,PL05,273,260
2021-07-30,PL01,385,376
2021-07-30,PL02,531,528
2021-07-30,PL03,296,282
2021-07-30,PL04,295,277
2021-07-30,PL05,605,592
2021-07-31,PL01,172,163
2021-07-31,PL02,246,243
2021-07-31,PL03,256,250
2021-07-31,PL04,267,254
2021-07-31,PL05,596,596
2021-08-01,PL01,657,651
2021-08-01,PL02,316,316
2021-08-01,PL03,337,337
2021-08-01,PL04,116,101
2021-08-01,PL05,652,633
2021-08-02,PL01,612,605
2021-08-02,PL02,376,370
2021-08-02,PL03,664,647
2021-08-02,PL04,300,284
2021-08-02,PL05,233,215
2021-08-03,PL01,387,378
2021-08-03,PL02,293,286
2021-08-03,PL03,447,428
2021-08-03,PL04,421,412
2021-08-03,PL05,144,136
2021-08-04,PL01,619,612
2021-08-04,PL02,215,206
2021-08-04,PL03,100,99
2021-08-04,PL04,143,128
2021-08-04,PL05,502,489
2021-08-05,PL01,600,588
2021-08-05,PL02,515,503
2021-08-05,PL03,69,65
2021-08-05,PL04,650,649
2021-08-05,PL05,193,193
2021-08-06,PL01,304,289
2021-08-06,PL02,287,275
2021-08-06,PL03,60,55
2021-08-06,PL04,158,147
2021-08-06,PL05,176,158
2021-08-07,PL01,696,686
2021-08-07,PL02,346,327
2021-08-07,PL03,296,283
2021-08-07,PL04,530,525
2021-08-07,PL05,367,356
2021-08-08,PL01,56,38
2021-08-08,PL02,580,580
2021-08-08,PL03,229,229
2021-08-08,PL04,661,660
2021-08-08,PL05,220,216
2021-08-09,PL01,238,226
2021-08-09,PL02,654,648
2021-08-09,PL03,652,638
2021-08-09,PL04,527,518
2021-08-09,PL05,262,255
2021-08-10,PL01,65,65
2021-08-10,PL02,50,37
2021-08-10,PL03,237,225
2021-08-10,PL04,153,135
2021-08-10,PL05,541,532
2021-08-11,PL01,167,150
2021-08-11,PL02,184,177
2021-08-11,PL03,306,287
2021-08-11,PL04,140,122
2021-08-11,PL05,390,373
2021-08-12,PL01,58,47
2021-08-12,PL02,295,283
2021-08-12,PL03,489,482
2021-08-12,PL04,584,584
2021-08-12,PL05,345,344
2021-08-13,PL01,623,606
2021-08-13,PL02,504,488
2021-08-13,PL03,671,658
2021-08-13,PL04,666,655
2021-08-13,PL05,264,249
2021-08-14,PL01,466,454
2021-08-14,PL02,592,587
2021-08-14,PL03,244,244
2021-08-14,PL04,546,539
2021-08-14,PL05,644,644
2021-08-15,PL01,145,130
2021-08-15,PL02,504,504
2021-08-15,PL03,575,560
2021-08-15,PL04,303,287
2021-08-15,PL05,529,514
2021-08-16,PL01,672,666
2021-08-16,PL02,76,65
2021-08-16,PL03,282,267
2021-08-16,PL04,290,280
2021-08-16,PL05,130,129
2021-08-17,PL01,268,258
2021-08-17,PL02,55,47
2021-08-17,PL03,409,406
2021-08-17,PL04,698,690
2021-08-17,PL05,116,97
2021-08-18,PL01,256,256
2021-08-18,PL02,536,525
2021-08-18,PL03,434,416
2021-08-18,PL04,590,585
2021-08-18,PL05,223,211
2021-08-19,PL01,535,529
2021-08-19,PL02,622,611
2021-08-19,PL03,602,599
2021-08-19,PL04,493,480
2021-08-19,PL05,594,593
2021-08-20,PL01,552,537
2021-08-20,PL02,263,260
2021-08-20,PL03,674,656
2021-08-20,PL04,211,207
2021-08-20,PL05,398,388
2021-08-21,PL01,174,159
2021-08-21,PL02,449,440
2021-08-21,PL03,61,54
2021-08-21,PL04,620,615
2021-08-21,PL05,326,325
2021-08-22,PL01,527,512
2021-08-22,PL02,582,565
2021-08-22,PL03,563,552
2021-08-22,PL04,646,631
2021-08-22,PL05,400,382
2021-08-23,PL01,192,191
2021-08-23,PL02,266,247
2021-08-23,PL03,604,590
2021-08-23,PL04,501,500
2021-08-23,PL05,319,301
2021-08-24,PL01,417,408
2021-08-24,PL02,336,336
2021-08-24,PL03,657,649
2021-08-24,PL04,453,436
2021-08-24,PL05,418,411
2021-08-25,PL01,538,533
2021-08-25,PL02,79,71
2021-08-25,PL03,519,506
2021-08-25,PL04,253,252
2021-08-25,PL05,454,437
2021-08-26,PL01,348,341
